Unnamed: 0,count,hate_speech,offensive_language,neither,class,tweet,Compound,Positive,Negative,Neutral,Sentimento
3839,3,0,3,0,1,justkarahn bye hoe,0.0,0.0,0.0,1.0,Neutro
13027,3,0,3,0,1,makem eat my ass since eating pussy aint major nomore,-0.5423,0.0,0.28,0.72,Negativo
1032,3,0,3,0,1,rt kiaaxo rt sweetbrexo lmfao beingmsdaisy wtf kinda pussy my mom think i got buying this shit,-0.6757,0.143,0.328,0.53,Negativo
5839,3,0,1,2,2,cdrew im guessing so the players are talking trash,0.0,0.0,0.0,1.0,Neutro
212,3,0,3,0,1,i think worst advice i gave you was dont be a pussy and speed up lol,-0.3182,0.156,0.229,0.615,Negativo
11983,3,0,3,0,1,if youre being a little scared bitch about the possibility of a louisville purgejust go to ferguson,-0.7293,0.0,0.32,0.68,Negativo
9337,3,0,3,0,1,females use breast cancer awareness month as an excuse to be a hoe on social sites smh knowing damn well they know nothing about that shit,-0.6219,0.182,0.271,0.547,Negativo
3130,3,1,0,2,2,donlemoncnn danabashcnn u both sorry to give racist sentedcruz a platform w his trash language dana ur intvw was below kindergarten level,-0.6486,0.0,0.238,0.762,Negativo
13183,3,0,3,0,1,mitt romney gone take away weave if he become president hoes gone be walkin around looking like lil bill amp calliou,0.3612,0.111,0.0,0.889,Positivo
4878,3,0,0,3,2,stpaulbrandon she colored not lebanese,0.0,0.0,0.0,1.0,Neutro
20279,3,0,0,3,2,rt pgammo that the yankees have won four straight shane greene starts and of speaks to his stability in a season of starters,0.6808,0.219,0.0,0.781,Positivo
10653,3,0,3,0,1,i got my own rhythm and stroke patterns when im bout to nut be still bitch,-0.5859,0.0,0.213,0.787,Negativo
10394,3,2,1,0,0,i cant fuck a scary hoe,0.6681,0.733,0.0,0.267,Positivo
23346,3,1,2,0,1,why do people bring their children to the salon this mexican bitch needs her animals on a leash for real,-0.5859,0.0,0.174,0.826,Negativo
3688,3,0,3,0,1,jacobbbacker faggot,-0.6597,0.0,0.815,0.185,Negativo
24604,3,0,0,3,2,its a brand new day and the birds they chirpin,0.0,0.0,0.0,1.0,Neutro
2274,3,2,1,0,0,beer queer,0.0,0.0,0.0,1.0,Neutro
11352,3,0,3,0,1,i wasnt born last night i know these hoes aint right,0.0,0.0,0.0,1.0,Neutro
16712,3,0,1,2,2,rt mnyves hes an idiot rt miserable trash excuse for a man,-0.7351,0.082,0.411,0.506,Negativo
659,3,0,3,0,1,this weekends going to be fabulous naa man youre seeing nae cunt if you do theyll be koed in seconds flat hate u fuckgm,-0.5423,0.112,0.228,0.66,Negativo
23466,3,3,0,0,0,worlds biggest faggot lol,-0.3818,0.304,0.478,0.217,Negativo
219,3,0,3,0,1,these bitches dont care they just play that role,-0.6283,0.161,0.437,0.402,Negativo
4684,6,1,3,2,1,rivenbarkyahoo halerazor jim hogg county a dirt poor democrat leaning county hebronville is its seat been there its a near ghetto,-0.6705,0.0,0.244,0.756,Negativo
9226,3,0,3,0,1,every day i wake up celebrating why i just dodged a bullet from a crazy bitch,-0.3612,0.196,0.328,0.476,Negativo
23046,3,0,3,0,1,well jhud is giving me bae just got home from work and ima throw the pussy at him,0.5423,0.22,0.0,0.78,Positivo
22143,3,0,0,3,2,there is a trash bag in my hall thats been there for like wks weird thing it changes consistency every few days,0.2023,0.108,0.073,0.819,Positivo
16380,3,0,3,0,1,rt kiingvon these bitches so fucking stupid smh,-0.8937,0.0,0.682,0.318,Negativo
15654,3,0,3,0,1,rt funnypicsdepot rt if u remember when steve from blue clues left us with that other bitch ass nigga joe,-0.8074,0.0,0.3,0.7,Negativo
19156,6,0,6,0,1,rt charliedanger beautiful wall color i dont love these bitches and you shouldnt either,0.5687,0.345,0.165,0.49,Positivo
5992,3,1,2,0,1,deiukesionai more like emily is a little twat,-0.3213,0.235,0.345,0.42,Negativo
5369,3,0,0,3,2,yeiiowbang yeah people know hes not trash but his game is limited and it showed late in games against portland,-0.1901,0.073,0.107,0.82,Negativo
8420,3,0,3,0,1,broke bitches that talk shit those the ones that i stunt for,-0.8834,0.0,0.563,0.437,Negativo
9723,3,0,2,1,1,god my tweets are so ghetto,0.2732,0.296,0.0,0.704,Positivo
14969,6,0,6,0,1,rt causewereguys life is a bitch and harsh enough guys need a girl that will make them feel better and help relieve some of the stress,-0.34,0.228,0.267,0.506,Negativo
16576,3,0,3,0,1,rt liiilbxrde plot twist it takes a lot to cut that bitch off,-0.7096,0.0,0.371,0.629,Negativo
17519,3,3,0,0,0,rt rollingwithtrin how many niggers are in my store i knowwww youre stealing,-0.5719,0.0,0.252,0.748,Negativo
17564,3,0,0,3,2,rt ssparklesdaily the most beautiful women ive met have bruised souls tired eyes amp quiet smiles the survivors the ones who know,0.659,0.25,0.099,0.651,Positivo
9641,3,0,3,0,1,gators bitches better be using jimmies,-0.25,0.269,0.361,0.37,Negativo
13615,3,0,3,0,1,nigga gotta find them hoes quick,0.0,0.0,0.0,1.0,Neutro
10885,3,0,1,2,2,i just want some oreos amp milk honestly just stop by the store amp pick up some on your way back lol,0.5994,0.27,0.084,0.646,Positivo
12531,3,0,1,2,2,kentucky fried cater to da white folk no colored menu,-0.296,0.0,0.196,0.804,Negativo
3404,3,2,1,0,0,grizzboadams roid rage much faggot,-0.8402,0.0,0.727,0.273,Negativo
16800,3,0,0,3,2,rt menshumor kim kardashian had a babyin more important news i took out the trash last night,0.2716,0.13,0.0,0.87,Positivo
23355,3,0,1,2,2,why does msnbc have a news show that is opinion amp right wing talking points joe the nation is with pbo not u teabaggers morningjoe,0.0,0.0,0.0,1.0,Neutro
24823,3,0,3,0,1,on my way to fuck your bitch,-0.8074,0.0,0.593,0.407,Negativo
17561,3,0,0,3,2,rt somexlcan who needs twinkies when you got gansitos,0.0,0.0,0.0,1.0,Neutro
15964,3,1,2,0,1,rt idgafimyella to be honest niggas are the biggest roaches these days they be with bitches just to have someone to put shit in their,-0.765,0.096,0.289,0.614,Negativo
5670,3,2,1,0,0,amandabynes i can give you some of my clothes so you can look like a cute dyke,0.6705,0.297,0.0,0.703,Positivo
21036,3,2,1,0,0,sir please go text your mexican bitch because im not finna deal witcho childish ass,-0.802,0.101,0.417,0.482,Negativo
17278,3,0,3,0,1,rt lol favorite line tho gt rt bendoneityou say no to ratchet pussy juicy j cant,0.6908,0.374,0.104,0.521,Positivo
16213,3,0,0,3,2,rt downloaded flappy bird minutes ago its already deleted,0.0,0.0,0.0,1.0,Neutro
19544,3,0,3,0,1,rt iamxjones i know where i would be tonight if i was in atl mansionelan i can bet that bitch gone be lit tonight,-0.5859,0.0,0.167,0.833,Negativo
15767,3,0,3,0,1,rt hbcufessions am i the only nigga that fucked a virgin expecting her to scream she wasnt even moaningbitch you not a virgin,-0.7964,0.0,0.283,0.717,Negativo
7143,3,0,0,3,2,ryancommakerry dianaaaxo jennaamendolare guys number on the yankees looks like uncle stevie lmao im dying,0.7717,0.391,0.0,0.609,Positivo
17832,3,1,2,0,1,rt stevestfler a hoes favorite line is dont judge me you dont know what i been throughyeah i do a lot of dick,-0.0772,0.129,0.142,0.73,Negativo
13295,6,0,5,1,1,my bitch bre been ina good mood they freed her young hogg,0.2023,0.304,0.207,0.489,Positivo
10027,3,0,0,3,2,hear the birds on the summer breeze i drive fast,0.0,0.0,0.0,1.0,Neutro
8424,3,0,2,1,1,broner would still knock half u niccas out,0.0,0.0,0.0,1.0,Neutro
21386,3,0,0,3,2,so ive been pretty paranoid about the cooling weather bringing about an abundance of birds in austin nyc and philadelphia,0.3535,0.148,0.085,0.767,Positivo
9496,3,0,3,0,1,fuck around and waste my time and ill fuck that bitch you hate and that one friend you,-0.9509,0.093,0.586,0.321,Negativo
25058,3,1,2,0,1,these pussy ass niggas aint bout that life,-0.7096,0.0,0.496,0.504,Negativo
10827,3,0,3,0,1,i heard bitches commit sins for chipotle,-0.6908,0.182,0.57,0.248,Negativo
17025,3,0,1,2,2,rt edm music is trash af and annoying,-0.4019,0.0,0.278,0.722,Negativo
1950,3,0,3,0,1,fat chance youll ever catch me drinking a same bitches,-0.4404,0.155,0.302,0.543,Negativo
10745,3,0,3,0,1,i hate takin out the trash i always be expecting a big ass dog to be in the alley or like a raccoon to jump out the dumpster,-0.743,0.08,0.281,0.639,Negativo
17941,3,0,3,0,1,rt tacopablo rich dollaz always trynna snatch a bitch like he a bitch,-0.3612,0.295,0.367,0.338,Negativo
8014,6,3,1,2,0,apaches mm rounds turn jihadis into tomato soup,0.0,0.0,0.0,1.0,Neutro
22550,3,0,0,3,2,this is why my mother isnt allowed to make brownies,0.0,0.0,0.0,1.0,Neutro
135,3,0,3,0,1,goofstroop you a woulda coulda shoulda ass hoe,-0.5423,0.0,0.368,0.632,Negativo
13464,6,1,5,0,1,my sex game better than yo ex niggah,0.4404,0.293,0.0,0.707,Positivo
9624,3,1,2,0,1,guysssss you know what that means maaan most of my friends are hoes this cant be true,0.2574,0.163,0.113,0.725,Positivo
24427,3,0,3,0,1,hoes in my iphone,0.0,0.0,0.0,1.0,Neutro
17476,3,0,3,0,1,rt reginaldspears if hank jr was half the man his daddy was hed bitchslap brantly gilbert for having his name in his mouth,0.0,0.0,0.0,1.0,Neutro
8253,6,0,6,0,1,biggie was and always will be the flyest cunt in rap biggie,-0.4939,0.0,0.225,0.775,Negativo
18971,3,0,3,0,1,rt andrenickatina bitch at macdonalds sayu look a lil devilish homeyoh well bitchi woke up like thisi woke up like,-0.2023,0.254,0.246,0.5,Negativo
19467,3,2,0,1,0,rt ghostattics what can banks do to show engagement with the queer community hire trans women,0.4588,0.167,0.0,0.833,Positivo
7973,3,0,3,0,1,and someone from my class is literally sitting across from me on the bus so i cant even call dad and bitch,-0.5859,0.0,0.16,0.84,Negativo
20864,3,0,3,0,1,rt yunggleesh if rather fukk a bitch dat fukks eryday den fukk dat bitch who try to hol n be a cold whore n da sheets i cnt een look at,-0.9169,0.0,0.341,0.659,Negativo
5896,3,0,3,0,1,pussy,0.0,0.0,0.0,1.0,Neutro
10798,3,1,2,0,1,i hate when those little white kids try and act black like bitch you are white,-0.7184,0.114,0.341,0.545,Negativo
7377,3,0,3,0,1,thrillllllllll oh yea i forgot u decided to have math a hoe instead of football my bad,-0.5423,0.0,0.212,0.788,Negativo
17851,3,0,3,0,1,rt stonerxpress if she doesnt know what dab meansfuck that bitch,-0.5859,0.0,0.275,0.725,Negativo
12428,3,0,1,2,2,just cleaned my fingernails with a knife hillbilly,0.0,0.0,0.0,1.0,Neutro
24703,3,0,3,0,1,make ur bitch want some more,-0.5423,0.143,0.418,0.44,Negativo
17452,6,0,6,0,1,rt realniggasherm realniggasherm you home niggaz in that bitch was some hoes yaknow yazz i gotta do applewood n shit,-0.8126,0.0,0.316,0.684,Negativo
13541,3,0,3,0,1,nelly got all the hoes singin lol,0.4215,0.318,0.0,0.682,Positivo
23515,3,0,3,0,1,yall folks basic ya parents both racist im lawyering these hoes out here beatin cases,-0.6124,0.0,0.222,0.778,Negativo
20113,3,0,3,0,1,rt miilkkk cuz bitches love pizza,0.0772,0.347,0.322,0.331,Positivo
1634,3,0,3,0,1,fuck a wcw dats my bitch not my,-0.8074,0.0,0.593,0.407,Negativo
17446,3,0,3,0,1,rt realjackneisen damn thats a cold ass honkie,-0.7351,0.0,0.554,0.446,Negativo
13610,3,1,2,0,1,nigga fuck hoe ion want fuck yo hoe she a fat chick amp she bad built,-0.8807,0.057,0.461,0.482,Negativo
4192,3,0,3,0,1,bitch im always out,-0.5859,0.0,0.559,0.441,Negativo
3510,3,0,0,3,2,huntermoore bout to be in ike a couple hours,0.0,0.0,0.0,1.0,Neutro
12694,3,0,3,0,1,lets these hoes be hoes thats all we know,0.0,0.0,0.0,1.0,Neutro
17108,3,0,3,0,1,rt nunub when you cracking jokes on your friend in the bitch take it to far,0.1027,0.236,0.173,0.591,Positivo
18848,3,0,3,0,1,rt danieebro all these bitches fake if you ask me,-0.7906,0.0,0.467,0.533,Negativo
10179,6,0,6,0,1,how come i wont pray but find time for a bitch,-0.7705,0.0,0.488,0.512,Negativo
5348,3,1,2,0,1,ygjohnston that white bitch is a g for choppin that whole line of niggas,-0.7351,0.0,0.383,0.617,Negativo
4237,3,0,0,3,2,mikesgraffix malachidupre all that trash talk and we win championships youre boring me dude nationalchamps,0.6908,0.329,0.108,0.563,Positivo
17213,3,0,2,1,1,rt ovoxoalamillo when hoes talk shit about other hoes ill just leave this here,-0.765,0.0,0.409,0.591,Negativo
836,3,0,0,3,2,yankees take all three games in motown im callin it mlb,0.0,0.0,0.0,1.0,Neutro
14541,3,0,3,0,1,rt anointedmouf would be so happy so many bitches would be humbled rt djdmt how would you feel if they discontinued the sale of weave,0.1438,0.149,0.131,0.721,Positivo
6009,3,0,3,0,1,dequaan khidzay the extra shit im seeing that hoe this weekend,-0.5574,0.0,0.265,0.735,Negativo
10429,3,0,3,0,1,i could b out here like some of these chicksin the streets slingin pussy for a couple dollars but im not,0.1901,0.093,0.0,0.907,Positivo
15975,3,1,2,0,1,rt ilovebamf like no bitch you didnt make the,-0.5423,0.172,0.414,0.414,Negativo
6355,3,2,1,0,0,iowahawkblog jjauthor to gtdavidmasciotra get past boot camp and go active a few years see what we really do daily you liberal pussy,0.4019,0.114,0.0,0.886,Positivo
2792,3,0,3,0,1,childishcudl cheefpolo bitch mind your business,-0.5859,0.0,0.432,0.568,Negativo
15757,3,0,3,0,1,rt bullying doesnt existbitch ass people exist if you dont stand the fuck up for yourself amp stop being a pussy,-0.1027,0.205,0.219,0.576,Negativo
9659,6,0,5,1,1,get on your shit hoe,-0.5574,0.0,0.474,0.526,Negativo
1086,3,0,3,0,1,i dont want my man txtn tlkn lookin yet alone speakin to you hoes im not insecure at all yall hoes cant be trusted,-0.3493,0.086,0.213,0.701,Negativo
10058,3,0,0,3,2,here we go brownies here we go woof woof,0.0,0.0,0.0,1.0,Neutro
15462,3,0,0,3,2,rt in the me the crow would eat the bear mt webradius obviously not in the me mt solemnwatch bear saves drowning crow,0.0,0.0,0.0,1.0,Neutro
92,6,1,5,0,1,chlldhoodruiner when ur teacher tells u that u have homework this bitch need to go,-0.6705,0.0,0.273,0.727,Negativo
2550,3,0,0,3,2,either way both schools are trash,0.0,0.0,0.0,1.0,Neutro
963,3,0,3,0,1,bitches giving back rubs,-0.3612,0.289,0.47,0.241,Negativo
14892,3,0,0,3,2,rt burgerking chicken fries oreo shake perfection,0.4588,0.356,0.163,0.481,Positivo
10944,3,0,3,0,1,i like bitches with,-0.34,0.338,0.527,0.135,Negativo
13562,3,0,0,3,2,never seen purple bird poop until today lol,0.4215,0.286,0.0,0.714,Positivo
4228,6,2,4,0,1,mijolgi all i heard was im a bitch nigga,-0.5859,0.0,0.388,0.612,Negativo
12404,3,0,1,2,2,jose soto reflections of a former gay teabagger,0.0,0.0,0.0,1.0,Neutro
453,3,1,2,0,1,fresh nigga so you kno i need a clean bitch who kno im working cuz i wanna see my team rich,0.5859,0.326,0.144,0.53,Positivo
3090,3,2,1,0,0,destrothenoble nekolin purple amp pinkfor the faggots who want to be protectedby the police instead of bearing arms if need be,-0.5994,0.053,0.171,0.776,Negativo
10325,3,0,3,0,1,i be stalking hoes,0.0,0.0,0.0,1.0,Neutro
4058,3,0,3,0,1,liveitupjersey dcassandrad badboysix lol that was a cyber bitch slap for sure,0.2263,0.383,0.217,0.4,Positivo
13062,3,0,3,0,1,man these bitches are so boring yo where the outgoing fun wild bitches at,-0.7089,0.221,0.418,0.362,Negativo
18753,3,0,2,1,1,rt tatyanashells he like me even more cuz he know i gotta bitch,-0.3182,0.153,0.233,0.613,Negativo
20446,3,0,3,0,1,rt jessica ass dont need no more liquior when the bitch drinks she forgets everything the very next day it never,-0.7515,0.069,0.269,0.662,Negativo
13936,3,0,3,0,1,omg i will just go to charlie bear to twerk team i fucks with them,-0.4767,0.0,0.205,0.795,Negativo
8447,3,1,2,0,1,buddy a fruit vonteeeeee brandon said you a dirty ass,-0.7506,0.0,0.516,0.484,Negativo
14889,3,0,3,0,1,rt bullhunitproof bruh said black girls pussy taste like attitudes and arguments lol,0.3818,0.294,0.15,0.556,Positivo
19668,3,0,3,0,1,rt illesttam go talk to your hoes,0.0,0.0,0.0,1.0,Neutro
8233,3,0,3,0,1,better nip that shit in the bud early,-0.1779,0.232,0.288,0.48,Negativo
10812,3,0,3,0,1,i have no hoes man i dont need those though,-0.296,0.0,0.239,0.761,Negativo
3954,3,2,1,0,0,u pulledthat queer shit as spon as u put no homo lol,-0.4588,0.179,0.372,0.449,Negativo
11915,3,1,2,0,1,if you are out clubbing every weekend and leaving your child with your baby momma i dont wanna hear you bitch about child support,-0.2732,0.098,0.138,0.764,Negativo
5731,3,0,3,0,1,bshiznitt whats good pussy,0.4404,0.492,0.0,0.508,Positivo
15572,3,0,0,3,2,rt foodpornsx deep fried oreos,0.0,0.0,0.0,1.0,Neutro
12107,3,0,3,0,1,in the past week both paula dean and my uncle lost their jobs for saying nigger bullllllshiiiiitttt,-0.765,0.0,0.306,0.694,Negativo
23556,3,0,3,0,1,yaaaasss bitch rt xtina in more important news,-0.4033,0.176,0.32,0.504,Negativo
760,3,1,2,0,1,oomef had that yeah i kno she pussy whipped that other nigga into putting a ring on it,0.296,0.128,0.0,0.872,Positivo
10204,3,0,3,0,1,how tf you act like a bitch,-0.3182,0.243,0.369,0.388,Negativo
5400,3,1,2,0,1,yvngherbo prayinforgems sup fat bitch,-0.5859,0.0,0.487,0.513,Negativo
14211,3,0,2,1,1,police niccas tryn raid da trap,-0.3182,0.0,0.315,0.685,Negativo
12332,3,0,3,0,1,jais hate for jay is completely irrational hahaha i still love jai though so if he needs someone called a faggot ill call someone a fag,-0.8232,0.198,0.409,0.392,Negativo
3294,3,2,1,0,0,leave you beaner retard,-0.5574,0.0,0.697,0.303,Negativo
16825,3,0,3,0,1,rt midniteboss zrgrizz should stop paling video games at the age of fucking stop playing like pussies,0.1134,0.218,0.198,0.584,Positivo
17044,3,0,3,0,1,rt ninodemayo chicks wait til their hair is all broken down to go natural in their but bitch about the young carters fro from,-0.7579,0.058,0.242,0.7,Negativo
21676,3,0,0,3,2,such a trash episode of the walking dead tonight,-0.6486,0.0,0.381,0.619,Negativo
13430,3,1,2,0,1,my nig said he dont see the differences between pornos and monster ball my face,0.0,0.0,0.0,1.0,Neutro
10822,3,0,3,0,1,i have to tell you a secretyour a stupid hoe,-0.5267,0.0,0.362,0.638,Negativo
9713,3,0,3,0,1,go cry about it joeyjust like the little bitch you are,-0.6258,0.146,0.386,0.468,Negativo
16915,3,0,3,0,1,rt man i would be happy as a fat bitch in chipotle if atlanta get its gone cost to go get him and ill be happy,0.2023,0.218,0.194,0.588,Positivo
120,3,0,1,2,2,edgarpixar overdosing on heavy drugs doesnt sound bad tonight i do that pussy shit every day,-0.1901,0.147,0.185,0.668,Negativo
9407,3,0,3,0,1,for about the last hour of getting my stomach tattooed i felt like i was going to puke god damnit pussy,-0.4939,0.174,0.258,0.568,Negativo
13217,3,0,3,0,1,monopoly is fucking stupid fuck that dumb ass game bitch ass shit,-0.978,0.0,0.834,0.166,Negativo
8145,3,0,3,0,1,bad bitches is the only thing that like,-0.7096,0.168,0.497,0.336,Negativo
169,3,0,3,0,1,lodycash dry pussy bitches always blame it on the,-0.743,0.0,0.474,0.526,Negativo
3112,3,0,3,0,1,dirrttyydan lmaoo my phone autocorrect like a bitch,-0.3182,0.221,0.336,0.442,Negativo
14158,3,0,3,0,1,phone drier than yo bitch scalp,-0.5859,0.0,0.432,0.568,Negativo
2213,3,0,3,0,1,histo requires soundcloud links and tumblr bitches he might let you play his party then,0.0516,0.243,0.186,0.571,Positivo
10214,3,0,3,0,1,how you like them apples you pineapple bitch,-0.3182,0.203,0.309,0.488,Negativo
1800,3,1,2,0,1,fucking fuck dat bitch,-0.8341,0.0,0.797,0.203,Negativo
23141,3,0,3,0,1,when i wanna nut an she wanna nut at the same time im peyton manning this bitch audible omha,-0.6705,0.0,0.209,0.791,Negativo
22110,3,0,3,0,1,them hoes dont like me,-0.2755,0.0,0.345,0.655,Negativo
2371,6,0,6,0,1,little bitch your ass is getting tased when i get home,-0.7746,0.0,0.457,0.543,Negativo
10410,3,0,3,0,1,i cant talk to anyone but you can go answer littlephone calls from your little bitches on the low in the bathroom foh,-0.8206,0.0,0.274,0.726,Negativo
250,3,0,1,2,2,teejonez kingcuh tuku ho idk blah blah blah,-0.3818,0.0,0.583,0.417,Negativo
15791,3,0,3,0,1,rt humonthese every day i thank my nigga jesus for hot wings and my uncanny ability to tend to these bitches,-0.0258,0.187,0.152,0.661,Neutro
22646,3,0,3,0,1,throw some orange on dat bitch,-0.5859,0.0,0.432,0.568,Negativo
9602,3,0,3,0,1,fuk u bitch,-0.5859,0.0,0.792,0.208,Negativo
3616,3,0,3,0,1,italianmontana carterboyleake ant is a pussy man dont make me pull up the pic,0.0,0.0,0.0,1.0,Neutro
13586,3,1,2,0,1,next bitch i fuck im goin to her spot lol,-0.6705,0.174,0.453,0.373,Negativo
18416,3,1,2,0,1,rt woridstarhlphop when you and your boys discover a hoe,0.0,0.0,0.0,1.0,Neutro
2746,3,0,3,0,1,bretvondehl younow is a fucking bitch shit load of hate on there when i did my first broadcast,-0.9131,0.0,0.473,0.527,Negativo
25062,3,1,2,0,1,they made me put on basketball shorts now i look like a confused dyke mosh warrior,0.0516,0.149,0.137,0.714,Positivo
8106,3,0,3,0,1,bros before hos and there i was with my bros without any hos,0.0,0.0,0.0,1.0,Neutro
15940,3,0,1,2,2,rt ibekoolz food be goodexcept that rice they cook that bitch on monday for the week tootsies,-0.5859,0.0,0.192,0.808,Negativo
14718,3,0,3,0,1,rt bigghostltd shit hoes post on instagram pt,-0.5574,0.0,0.34,0.66,Negativo
14264,3,0,3,0,1,puig had zero lines and yet hes still going to fuck your bitch after that appearance,-0.8074,0.0,0.343,0.657,Negativo
18799,6,0,6,0,1,rt jazsy if a bitch tweeting about a nigga and he saying he dont mess with her hes that bitch aint tweeting for nothing,-0.7572,0.073,0.265,0.662,Negativo
18400,3,0,3,0,1,rt vineforthebyrd bae go text your hoes me,0.0,0.0,0.0,1.0,Neutro
25082,3,1,2,0,1,this fat bitch was preaching like we have too many fat and lazy people have you seen a mirror wtf,-0.8225,0.091,0.366,0.543,Negativo
15490,3,0,2,1,1,rt whattheflocka zooyorkinit bitch we could have went to als but noooooooo,-0.34,0.0,0.179,0.821,Negativo
20510,4,0,4,0,1,rt stayfoqused dont eat pussy until she show you the vagfax,0.0,0.0,0.0,1.0,Neutro
4063,3,0,3,0,1,liveitupjersey breeding a nation of pussies now how the hell is a man a manif hes a pussyim concerned we have pussies amp psychos,-0.6808,0.0,0.195,0.805,Negativo
23412,3,0,3,0,1,winking emoji im about to fuck her right in the pussy,-0.5423,0.0,0.259,0.741,Negativo
25086,3,0,3,0,1,this ho on lifetime cray,0.0,0.0,0.0,1.0,Neutro
4521,3,2,0,1,0,patriotsorg screw the ragheads,-0.1027,0.0,0.318,0.682,Negativo
3674,3,0,3,0,1,hannahkubiak everybody knows that bitches love mullets pantiedropin,0.0772,0.298,0.277,0.426,Positivo
12472,3,0,0,3,2,just spoke w hispaniclinkns legend mentor charlie ericksen great to catch up w those who helped open doors for latino journos thankful,0.8316,0.302,0.0,0.698,Positivo
182,3,0,0,3,2,mlbnetwork stay tuned to mlbnetwork for an update on the report that yankees will be out weeks bum,0.0,0.0,0.0,1.0,Neutro
11633,3,0,3,0,1,im not the brightest but i can guess her game a lil and i know how much of attention whores those bitches are,-0.932,0.0,0.433,0.567,Negativo
24941,3,0,2,1,1,smh rt sirhampton that shit trash rap rt waymothegod legend he gonna replace cudi with joints like this,-0.5267,0.107,0.252,0.641,Negativo
6110,3,1,0,2,2,erinscafe we hate them more than the cowboys and yankees,-0.5719,0.0,0.291,0.709,Negativo
23110,3,0,3,0,1,what would yall doi would act like one of them nd act like we lookin for the same bitch lmao,0.6249,0.31,0.132,0.557,Positivo
22739,3,1,2,0,1,trust me when i say you shouldnt trust her if she tweets from bae to bruh real quick only hoes can drop niggas real quick,0.4767,0.212,0.145,0.643,Positivo
477,3,0,3,0,1,i dont chase after dudes i chase after bitches edgar bautista,-0.5994,0.0,0.328,0.672,Negativo
5249,3,0,2,1,1,vinceschilling vince what is the general feeling of the natives that you know in regards to the term redskins offensive to them or not,-0.3612,0.057,0.113,0.83,Negativo
24978,3,0,2,1,1,stuffed her like an oreo,0.3612,0.385,0.0,0.615,Positivo
17856,3,0,3,0,1,rt stormydaniels i know another chick i will never shoot again filing this one under heartless cunt,-0.6558,0.1,0.313,0.587,Negativo
8139,3,0,3,0,1,bad bitches in dirty ass houses ltltlt,-0.93,0.0,0.821,0.179,Negativo
1745,3,0,0,3,2,i hate when i attempt to make the yellow light but the car infront of me stops at the light i be wanting to,-0.5023,0.0,0.183,0.817,Negativo
14960,3,0,3,0,1,rt causewereguys dumb bitch lol,-0.6486,0.235,0.597,0.168,Negativo
17536,6,0,6,0,1,rt rushameezy i find it hilarious how austin says swag witch instead of swag bitch lmfao,-0.0258,0.264,0.268,0.468,Neutro
8723,3,0,0,3,2,clearly im afraid of birds,0.4019,0.403,0.0,0.597,Positivo
14061,3,0,0,3,2,oreo milkshakes will forever remind me of,0.0,0.0,0.0,1.0,Neutro
16713,3,1,2,0,1,rt mnyves i want someone i can call my own without another bitch staking claim on him simultaneously,0.5223,0.238,0.0,0.762,Positivo
2075,3,0,3,0,1,get some head off twitter now niggahs thats bracken ima baby momma killa yo bitch she can get it you,-0.5859,0.0,0.167,0.833,Negativo
15326,3,0,3,0,1,rt deepinhergut anything said bout my moms b would of led to a bitch getting stone cold stunner,-0.5859,0.0,0.202,0.798,Negativo
25140,3,1,2,0,1,u that nigga rt charminharmon i have no idea how random jiggas be knowing my name at work smh,-0.5423,0.0,0.231,0.769,Negativo
8157,3,0,3,0,1,bahaha omg this bitch is crazyyy,-0.6705,0.0,0.474,0.526,Negativo
17955,3,1,2,0,1,rt talkhawkz kmm get a fucking trash can on your head,0.0,0.0,0.0,1.0,Neutro
22363,3,0,3,0,1,theyre calling it sandy because the wind is going to make a lot girls clams really sandy,0.0,0.0,0.0,1.0,Neutro
6562,3,0,0,3,2,keishagreyxxx thats the beauty of them brownies i always daydream about what id do if i hit the powerball lol nerdy but fun,0.8248,0.326,0.041,0.633,Positivo
6125,3,0,3,0,1,fabbymichelle your one of my bitches you make money for me,-0.5994,0.0,0.281,0.719,Negativo
17113,3,0,3,0,1,rt bitch we rmp fuck who dont i dont like,-0.7564,0.12,0.483,0.397,Negativo
23777,3,1,2,0,1,you dont have to say it you showed yaself rt uptownraised bitch nobody said i did now shut the fuck up that fat made you retarded vofd,-0.9001,0.0,0.324,0.676,Negativo
9621,6,0,6,0,1,gta online today bitch ass niggas,-0.8658,0.0,0.764,0.236,Negativo
24520,3,0,3,0,1,i wont get catfished anymore tho bc im no longer trying to stick myy pp into twitter hoes,-0.296,0.0,0.121,0.879,Negativo
14469,3,0,0,3,2,rt aishamoodmills fox news mocks victim of ray rice elevator assault think the message is take the,-0.836,0.0,0.389,0.611,Negativo
2240,3,0,3,0,1,baby momma no bitch no wife like pac u need a thug in ya life,-0.6908,0.127,0.416,0.457,Negativo
18686,3,0,3,0,1,rt fckyolifestyle we slap bitches,-0.5106,0.188,0.459,0.353,Negativo
6092,3,0,0,3,2,elisepalmer youre cheating on mickey bubbles o,-0.5574,0.0,0.419,0.581,Negativo
16127,3,0,3,0,1,rt jasperdolphin lol at the bitches that act like they single but now have to post pictures with they nigga hahaha,0.7269,0.305,0.088,0.607,Positivo
11509,3,0,3,0,1,im about to hit a bitch,-0.5859,0.0,0.487,0.513,Negativo
4580,3,0,3,0,1,pussybeezus whatever hoe,0.0,0.0,0.0,1.0,Neutro
